Record_ID,Date,Shift,Line,Production_Volume,Average_Cycle_Time,Defects_Total,Defect_Rate,Downtime_Total,Defects_Dimensional,Defects_Surface,Defects_Assembly,Defects_Material,Defects_Other,Downtime_Maintenance,Downtime_Setup/Changeover,Downtime_Breakdown,Downtime_Material Shortage,Downtime_Operator Absence,Quality_FPY,Quality_DPMO,Quality_RTY,Quality_Sigma_Level,TimeMotion_Setup_Time_Minutes,TimeMotion_Movement_Time_Seconds,TimeMotion_Machine_Time_Seconds,TimeMotion_Operator_Utilization,TimeMotion_WIP_Average,Efficiency_Factor,Quality_Factor,Reliability_Factor
289,2023-05-16,Morning,Line A,423,52.33,1,0.0024,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9976,2364,0.9965,6.0,18.3,9.2,43.1,0.65,14.4,0.912,0.85,0.899
290,2023-05-16,Afternoon,Line A,434,52.77,1,0.0023,1.504852605247964,0,0,0,1,0,0.4,0.5,0.3,0.2,0.2,0.9977,2304,0.9965,6.0,15.6,6.2,46.5,0.63,17.6,0.916,0.913,0.904
291,2023-05-16,Night,Line A,464,53.39,1,0.0022,3.474235352954407,1,0,0,0,0,1.0,0.9,0.7,0.6,0.3,0.9978,2155,0.9968,6.0,16.6,14.2,39.2,0.57,16.7,0.905,0.862,0.915
292,2023-05-17,Morning,Line A,462,54.18,1,0.0022,1.8419238368506679,0,1,0,0,0,0.4,0.4,0.2,0.5,0.2,0.9978,2164,0.9968,6.0,20.1,10.9,43.2,0.6,9.1,0.855,0.908,0.867
293,2023-05-17,Afternoon,Line A,489,53.8,0,0.0,1.5412947294742818,0,0,0,0,0,0.6,0.3,0.3,0.2,0.1,1.0,0,1.0,6.0,17.3,11.1,42.7,0.6,14.6,0.897,0.875,0.88
294,2023-05-17,Night,Line A,432,53.22,0,0.0,1.332022057834446,0,0,0,0,0,0.5,0.2,0.2,0.2,0.1,1.0,0,1.0,6.0,14.6,9.9,43.3,0.46,19.0,0.917,0.865,0.899
295,2023-05-18,Morning,Line A,459,58.69,0,0.0,3.5634941678334813,0,0,0,0,0,1.3,0.7,0.6,0.6,0.4,1.0,0,1.0,6.0,19.1,14.9,43.8,0.64,18.4,0.85,0.921,0.863
296,2023-05-18,Afternoon,Line A,391,56.69,2,0.0051,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9949,5115,0.9923,6.0,8.3,9.1,47.6,0.69,15.7,0.858,0.88,0.918
297,2023-05-18,Night,Line A,432,54.83,3,0.0069,0.0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.9931,6944,0.9896,6.0,19.6,7.8,47.0,0.65,20.7,0.897,0.922,0.918
298,2023-05-19,Morning,Line A,471,51.37,4,0.0085,1.9790838988759853,1,1,1,1,0,0.5,0.5,0.4,0.3,0.2,0.9915,8492,0.9873,6.0,21.3,8.1,43.3,0.54,14.5,0.904,0.852,0.934
299,2023-05-19,Afternoon,Line A,484,53.97,1,0.0021,0.3475411460521463,0,0,0,1,0,0.1,0.1,0.1,0.0,0.0,0.9979,2066,0.9969,6.0,14.7,9.2,44.7,0.62,25.4,0.868,0.858,0.92
300,2023-05-19,Night,Line A,450,56.13,3,0.0067,1.1913062007406008,1,0,2,0,0,0.3,0.3,0.2,0.2,0.1,0.9933,6666,0.99,6.0,15.4,12.9,43.2,0.73,16.1,0.869,0.877,0.911
301,2023-05-22,Morning,Line A,454,55.47,3,0.0066,2.581012606264483,0,1,1,1,0,0.7,0.9,0.4,0.4,0.2,0.9934,6607,0.9901,6.0,18.2,10.2,45.3,0.6,12.2,0.871,0.846,0.889
302,2023-05-22,Afternoon,Line A,370,54.11,0,0.0,3.1972657107285576,0,0,0,0,0,1.1,0.7,0.7,0.4,0.4,1.0,0,1.0,6.0,17.4,6.6,47.5,0.58,17.6,0.88,0.906,0.915
303,2023-05-22,Night,Line A,436,57.2,1,0.0023,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9977,2293,0.9966,6.0,9.7,15.7,41.5,0.51,16.4,0.866,0.897,0.893
304,2023-05-23,Morning,Line A,455,56.31,0,0.0,4.08160391171533,0,0,0,0,0,1.1,1.2,0.6,0.7,0.4,1.0,0,1.0,6.0,15.4,9.3,47.0,0.7,15.9,0.854,0.861,0.912
305,2023-05-23,Afternoon,Line A,406,55.54,0,0.0,3.701504255258205,0,0,0,0,0,1.0,1.1,0.8,0.3,0.5,1.0,0,1.0,6.0,20.9,12.1,43.4,0.76,28.2,0.854,0.912,0.883
306,2023-05-23,Night,Line A,466,55.06,2,0.0043,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9957,4291,0.9936,6.0,12.8,9.0,46.1,0.61,18.1,0.882,0.854,0.868
307,2023-05-24,Morning,Line A,417,56.16,1,0.0024,0.9327440680525403,0,1,0,0,0,0.3,0.2,0.1,0.2,0.1,0.9976,2398,0.9964,6.0,15.9,14.8,41.4,0.62,26.2,0.875,0.884,0.904
308,2023-05-24,Afternoon,Line A,390,53.38,0,0.0,3.5469682168736756,0,0,0,0,0,1.1,0.8,0.7,0.5,0.5,1.0,0,1.0,6.0,14.0,7.7,45.7,0.63,10.3,0.857,0.877,0.872
309,2023-05-24,Night,Line A,471,52.94,1,0.0021,0.9298817323375882,1,0,0,0,0,0.3,0.2,0.2,0.2,0.0,0.9979,2123,0.9968,6.0,26.2,10.6,42.4,0.63,9.6,0.905,0.853,0.92
310,2023-05-25,Morning,Line A,440,53.33,2,0.0045,2.3433322579552427,2,0,0,0,0,0.6,0.5,0.6,0.4,0.3,0.9955,4545,0.9932,6.0,27.0,11.7,41.6,0.51,14.9,0.883,0.926,0.929
311,2023-05-25,Afternoon,Line A,467,52.33,1,0.0021,7.007398204955462,0,0,0,1,0,2.5,1.5,1.3,1.0,0.6,0.9979,2141,0.9968,6.0,10.5,13.6,38.7,0.57,22.1,0.915,0.928,0.901
312,2023-05-25,Night,Line A,458,51.64,2,0.0044,1.912557079253792,1,0,0,1,0,0.6,0.5,0.2,0.3,0.3,0.9956,4366,0.9935,6.0,19.4,6.2,45.4,0.79,21.9,0.874,0.873,0.93
313,2023-05-26,Morning,Line A,427,49.71,0,0.0,7.973154909928412,0,0,0,0,0,3.0,1.6,1.8,1.0,0.6,1.0,0,1.0,6.0,13.5,13.0,36.7,0.83,9.1,0.916,0.897,0.888
314,2023-05-26,Afternoon,Line A,438,55.95,1,0.0023,1.705469606501512,0,0,0,0,1,0.6,0.5,0.3,0.1,0.2,0.9977,2283,0.9966,6.0,12.1,9.7,46.3,0.74,21.6,0.878,0.9,0.932
315,2023-05-26,Night,Line A,430,55.93,1,0.0023,2.616860321223008,0,0,0,1,0,1.0,0.8,0.4,0.3,0.1,0.9977,2325,0.9965,6.0,18.2,7.2,48.7,0.38,16.5,0.86,0.893,0.853
316,2023-05-29,Morning,Line A,481,51.91,1,0.0021,3.5179428392565857,0,0,1,0,0,0.8,1.0,0.7,0.6,0.4,0.9979,2079,0.9969,6.0,16.5,11.0,40.9,0.74,24.8,0.902,0.883,0.858
317,2023-05-29,Afternoon,Line A,440,49.62,3,0.0068,1.0948825754304738,1,2,0,0,0,0.3,0.3,0.3,0.1,0.1,0.9932,6818,0.9898,6.0,8.2,11.4,38.3,0.58,16.0,0.916,0.904,0.925
318,2023-05-29,Night,Line A,452,54.7,4,0.0088,3.0216681242932077,3,0,0,1,0,0.9,0.5,0.8,0.5,0.4,0.9912,8849,0.9868,6.0,10.6,10.1,44.6,0.59,16.9,0.859,0.856,0.933
319,2023-05-30,Morning,Line A,429,54.15,1,0.0023,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.9977,2331,0.9965,6.0,18.6,8.3,45.8,0.65,26.5,0.891,0.907,0.915
320,2023-05-30,Afternoon,Line A,410,55.52,0,0.0,0.5764141661874942,0,0,0,0,0,0.2,0.1,0.1,0.1,0.0,1.0,0,1.0,6.0,24.6,10.8,44.7,0.53,20.5,0.853,0.911,0.924
321,2023-05-30,Night,Line A,405,54.15,1,0.0025,2.9625189585490355,0,0,0,0,1,1.0,0.6,0.5,0.5,0.4,0.9975,2469,0.9963,6.0,12.4,14.3,39.9,0.55,21.8,0.858,0.88,0.886
322,2023-05-31,Morning,Line A,437,49.91,1,0.0023,2.5779065607219107,0,0,0,0,1,0.8,0.7,0.4,0.5,0.2,0.9977,2288,0.9966,6.0,14.7,12.6,37.3,0.7,24.5,0.905,0.875,0.92
323,2023-05-31,Afternoon,Line A,436,53.97,1,0.0023,0.8741985066947803,0,1,0,0,0,0.3,0.2,0.2,0.1,0.0,0.9977,2293,0.9966,6.0,18.8,12.6,41.4,0.51,17.4,0.878,0.887,0.925
324,2023-05-31,Night,Line A,439,56.0,0,0.0,6.580060370219936,0,0,0,0,0,2.3,2.1,0.6,0.7,0.9,1.0,0,1.0,6.0,22.5,10.0,45.9,0.72,8.6,0.856,0.893,0.859
325,2023-06-01,Morning,Line A,428,54.44,0,0.0,2.8393265812806554,0,0,0,0,0,0.8,0.8,0.7,0.4,0.2,1.0,0,1.0,6.0,21.1,9.4,45.0,0.6,24.4,0.859,0.903,0.914
326,2023-06-01,Afternoon,Line A,468,51.29,3,0.0064,1.146378437001847,3,0,0,0,0,0.4,0.2,0.2,0.1,0.1,0.9936,6410,0.9904,6.0,27.5,10.5,40.8,0.64,22.5,0.909,0.889,0.916
327,2023-06-01,Night,Line A,475,53.47,1,0.0021,6.423575044306745,0,1,0,0,0,2.1,1.9,1.2,0.8,0.4,0.9979,2105,0.9968,6.0,9.9,9.7,43.8,0.58,26.5,0.921,0.912,0.863
328,2023-06-02,Morning,Line A,426,55.53,2,0.0047,0.580993004581804,0,2,0,0,0,0.2,0.1,0.1,0.1,0.1,0.9953,4694,0.993,6.0,16.5,11.2,44.3,0.49,9.6,0.855,0.866,0.943
329,2023-06-02,Afternoon,Line A,461,51.87,1,0.0022,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9978,2169,0.9967,6.0,10.7,13.5,38.4,0.74,11.2,0.916,0.939,0.94
330,2023-06-02,Night,Line A,420,56.14,2,0.0048,0.4049383500726252,1,1,0,0,0,0.1,0.1,0.1,0.1,0.0,0.9952,4761,0.9929,6.0,21.5,11.5,44.7,0.66,10.9,0.856,0.88,0.918
331,2023-06-05,Morning,Line A,413,57.67,0,0.0,3.499276163895154,0,0,0,0,0,1.2,0.7,0.5,0.7,0.3,1.0,0,1.0,6.0,19.5,8.0,49.6,0.48,21.4,0.856,0.941,0.9
332,2023-06-05,Afternoon,Line A,440,56.17,4,0.0091,1.5787253759177824,0,1,0,2,1,0.5,0.4,0.3,0.2,0.1,0.9909,9090,0.9864,6.0,15.2,6.4,49.8,0.72,9.1,0.906,0.861,0.938
333,2023-06-05,Night,Line A,491,51.35,0,0.0,1.4112310281592566,0,0,0,0,0,0.4,0.3,0.2,0.3,0.2,1.0,0,1.0,6.0,10.0,10.2,41.2,0.46,16.0,0.939,0.897,0.931
334,2023-06-06,Morning,Line A,459,53.9,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,19.5,14.2,39.7,0.73,17.4,0.906,0.934,0.922
335,2023-06-06,Afternoon,Line A,450,54.63,1,0.0022,0.6418828386830726,0,1,0,0,0,0.2,0.2,0.2,0.1,0.0,0.9978,2222,0.9967,6.0,20.1,11.8,42.8,0.69,1.5,0.882,0.863,0.924
336,2023-06-06,Night,Line A,441,52.75,0,0.0,0.5434789801603015,0,0,0,0,0,0.1,0.1,0.2,0.0,0.1,1.0,0,1.0,6.0,15.8,12.0,40.7,0.54,21.0,0.878,0.866,0.938
337,2023-06-07,Morning,Line A,444,53.27,0,0.0,2.2842644129344,0,0,0,0,0,0.7,0.6,0.3,0.5,0.2,1.0,0,1.0,6.0,26.5,7.5,45.7,0.48,18.8,0.871,0.875,0.912
338,2023-06-07,Afternoon,Line A,453,53.24,2,0.0044,8.010723074203872,0,1,0,0,1,1.8,2.6,2.2,1.0,0.3,0.9956,4415,0.9934,6.0,28.1,15.3,38.0,0.58,22.1,0.889,0.862,0.88
339,2023-06-07,Night,Line A,461,53.99,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,22.9,8.4,45.6,0.72,22.4,0.868,0.87,0.885
340,2023-06-08,Morning,Line A,436,55.74,3,0.0069,2.195216935535775,1,1,1,0,0,0.6,0.5,0.6,0.2,0.3,0.9931,6880,0.9897,6.0,15.9,12.1,43.7,0.56,11.8,0.887,0.871,0.931
341,2023-06-08,Afternoon,Line A,449,53.14,0,0.0,2.8063098441325858,0,0,0,0,0,1.0,0.7,0.5,0.5,0.2,1.0,0,1.0,6.0,24.9,14.3,38.9,0.67,10.0,0.928,0.902,0.913
342,2023-06-08,Night,Line A,475,53.47,2,0.0042,1.0904044766171201,0,1,0,1,0,0.4,0.2,0.2,0.1,0.1,0.9958,4210,0.9937,6.0,15.8,15.2,38.3,0.48,7.1,0.889,0.93,0.893
343,2023-06-09,Morning,Line A,424,52.76,2,0.0047,14.514080786468778,0,1,0,1,0,4.4,2.9,3.3,2.6,1.3,0.9953,4716,0.9929,6.0,17.5,9.0,43.8,0.6,15.0,0.87,0.879,0.885
344,2023-06-09,Afternoon,Line A,437,50.19,2,0.0046,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.9954,4576,0.9931,6.0,21.0,6.4,43.8,0.81,15.0,0.94,0.918,0.895
345,2023-06-09,Night,Line A,476,53.9,2,0.0042,5.558500897795252,1,0,1,0,0,1.7,1.1,1.4,0.8,0.6,0.9958,4201,0.9937,6.0,19.6,9.3,44.6,0.46,18.4,0.884,0.933,0.905
346,2023-06-12,Morning,Line A,447,52.83,0,0.0,2.043016820428526,0,0,0,0,0,0.7,0.4,0.4,0.3,0.2,1.0,0,1.0,6.0,14.6,12.5,40.3,0.69,12.9,0.942,0.885,0.934
347,2023-06-12,Afternoon,Line A,426,51.3,1,0.0023,1.608682498216973,0,1,0,0,0,0.4,0.5,0.4,0.2,0.2,0.9977,2347,0.9965,6.0,9.5,10.0,41.3,0.6,16.2,0.899,0.867,0.91
348,2023-06-12,Night,Line A,451,50.71,1,0.0022,3.524956420290166,0,0,0,0,1,1.2,0.7,0.9,0.4,0.4,0.9978,2217,0.9967,6.0,16.2,7.3,43.4,0.63,9.1,0.93,0.866,0.902
349,2023-06-13,Morning,Line A,428,53.6,2,0.0047,3.231352372301249,0,0,2,0,0,0.7,0.7,0.7,0.6,0.4,0.9953,4672,0.993,6.0,16.9,10.5,43.1,0.49,19.9,0.876,0.856,0.92
350,2023-06-13,Afternoon,Line A,437,54.61,2,0.0046,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9954,4576,0.9931,6.0,20.9,12.7,42.0,0.66,13.4,0.863,0.857,0.883
351,2023-06-13,Night,Line A,475,52.63,1,0.0021,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9979,2105,0.9968,6.0,20.7,11.4,41.3,0.69,20.9,0.933,0.868,0.876
352,2023-06-14,Morning,Line A,449,51.07,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,12.7,10.5,40.6,0.7,4.8,0.908,0.929,0.891
353,2023-06-14,Afternoon,Line A,453,55.16,2,0.0044,1.7530130783564548,1,0,0,1,0,0.5,0.5,0.4,0.3,0.2,0.9956,4415,0.9934,6.0,22.2,11.5,43.7,0.56,14.8,0.879,0.912,0.927
354,2023-06-14,Night,Line A,490,56.97,0,0.0,0.22771672395887355,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,26.7,12.1,44.9,0.6,15.6,0.86,0.925,0.898
355,2023-06-15,Morning,Line A,430,53.64,1,0.0023,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9977,2325,0.9965,6.0,20.5,9.6,44.0,0.45,15.6,0.867,0.91,0.857
356,2023-06-15,Afternoon,Line A,466,50.84,1,0.0021,5.269845130880509,1,0,0,0,0,1.9,1.3,0.9,0.8,0.4,0.9979,2145,0.9968,6.0,15.3,8.5,42.3,0.78,13.0,0.94,0.89,0.877
357,2023-06-15,Night,Line A,448,56.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,12.0,10.1,45.9,0.69,5.2,0.898,0.935,0.869
358,2023-06-16,Morning,Line A,438,52.85,2,0.0046,1.7588102901815308,0,2,0,0,0,0.4,0.5,0.4,0.2,0.2,0.9954,4566,0.9932,6.0,9.5,8.4,44.5,0.55,14.5,0.894,0.914,0.929
359,2023-06-16,Afternoon,Line A,538,51.85,2,0.0037,0.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.9963,3717,0.9944,6.0,10.6,13.3,38.6,0.63,19.0,0.942,0.918,0.876
360,2023-06-16,Night,Line A,462,54.47,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,16.3,16.1,38.4,0.73,12.1,0.889,0.86,0.934
361,2023-06-19,Morning,Line A,446,52.34,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,11.8,8.1,44.2,0.69,14.8,0.861,0.915,0.878
362,2023-06-19,Afternoon,Line A,445,52.4,2,0.0045,0.0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.9955,4494,0.9933,6.0,25.1,9.3,43.1,0.82,17.1,0.917,0.873,0.876
363,2023-06-19,Night,Line A,433,55.87,0,0.0,4.124523149889998,0,0,0,0,0,1.3,1.2,0.6,0.5,0.5,1.0,0,1.0,6.0,16.0,11.4,44.5,0.58,21.2,0.861,0.939,0.929
364,2023-06-20,Morning,Line A,443,51.79,1,0.0023,0.2773648686874959,0,1,0,0,0,0.1,0.1,0.1,0.0,0.0,0.9977,2257,0.9966,6.0,20.2,12.1,39.7,0.77,10.7,0.9,0.902,0.941
365,2023-06-20,Afternoon,Line A,406,52.99,2,0.0049,4.757074404945801,0,1,1,0,0,1.9,0.9,0.9,0.8,0.3,0.9951,4926,0.9926,6.0,18.8,11.3,41.6,0.69,21.1,0.892,0.899,0.87
366,2023-06-20,Night,Line A,382,54.52,1,0.0026,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.9974,2617,0.9961,6.0,10.1,12.8,41.7,0.72,21.3,0.873,0.891,0.937
367,2023-06-21,Morning,Line A,439,53.98,1,0.0023,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9977,2277,0.9966,6.0,18.6,8.5,45.5,0.6,22.7,0.872,0.938,0.89
368,2023-06-21,Afternoon,Line A,439,56.44,3,0.0068,1.5949461373081513,2,1,0,0,0,0.5,0.4,0.4,0.2,0.1,0.9932,6833,0.9898,6.0,17.3,8.3,48.1,0.65,24.3,0.91,0.861,0.865
369,2023-06-21,Night,Line A,432,57.62,0,0.0,2.756957796280214,0,0,0,0,0,0.8,0.7,0.6,0.5,0.2,1.0,0,1.0,6.0,13.3,10.3,47.4,0.54,22.6,0.855,0.945,0.9
370,2023-06-22,Morning,Line A,451,51.83,0,0.0,1.3640660658429278,0,0,0,0,0,0.3,0.4,0.3,0.3,0.1,1.0,0,1.0,6.0,24.6,13.8,38.1,0.51,19.3,0.936,0.921,0.938
371,2023-06-22,Afternoon,Line A,460,54.44,2,0.0043,0.0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9957,4347,0.9935,6.0,14.8,11.7,42.8,0.6,11.1,0.869,0.864,0.925
372,2023-06-22,Night,Line A,445,50.85,2,0.0045,4.025243604941585,0,0,2,0,0,1.2,1.0,0.7,0.5,0.6,0.9955,4494,0.9933,6.0,14.3,11.4,39.4,0.49,11.7,0.898,0.91,0.9
373,2023-06-23,Morning,Line A,455,53.22,3,0.0066,0.0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.9934,6593,0.9901,6.0,23.4,9.0,44.2,0.58,19.3,0.882,0.857,0.856
374,2023-06-23,Afternoon,Line A,479,50.87,1,0.0021,4.517212906698386,1,0,0,0,0,1.5,0.9,1.1,0.5,0.5,0.9979,2087,0.9969,6.0,14.2,13.6,37.3,0.67,14.0,0.937,0.902,0.905
375,2023-06-23,Night,Line A,430,52.6,1,0.0023,2.0144130009289576,0,0,0,1,0,0.5,0.6,0.4,0.3,0.2,0.9977,2325,0.9965,6.0,14.4,13.5,39.1,0.78,13.6,0.934,0.916,0.908
376,2023-06-26,Morning,Line A,451,55.6,1,0.0022,10.114062663082802,1,0,0,0,0,3.5,2.4,1.6,1.5,1.0,0.9978,2217,0.9967,6.0,14.0,12.6,43.0,0.36,29.1,0.865,0.915,0.86
377,2023-06-26,Afternoon,Line A,431,56.06,0,0.0,4.85093760346303,0,0,0,0,0,2.1,0.9,0.9,0.6,0.3,1.0,0,1.0,6.0,25.2,10.9,45.1,0.61,7.8,0.87,0.888,0.911
378,2023-06-26,Night,Line A,450,49.72,0,0.0,1.4204784644374395,0,0,0,0,0,0.4,0.4,0.3,0.2,0.2,1.0,0,1.0,6.0,14.1,7.1,42.6,0.6,10.6,0.918,0.885,0.933
379,2023-06-27,Morning,Line A,477,54.27,0,0.0,2.9395296940337987,0,0,0,0,0,0.7,0.6,0.6,0.7,0.3,1.0,0,1.0,6.0,20.6,14.0,40.2,0.53,23.3,0.889,0.929,0.856
380,2023-06-27,Afternoon,Line A,466,52.14,1,0.0021,3.596099757766686,0,1,0,0,0,1.0,0.9,0.8,0.6,0.3,0.9979,2145,0.9968,6.0,7.7,11.1,41.0,0.71,23.9,0.944,0.922,0.912
381,2023-06-27,Night,Line A,446,54.63,2,0.0045,0.32671610105409477,0,1,1,0,0,0.1,0.1,0.0,0.0,0.0,0.9955,4484,0.9933,6.0,13.2,10.4,44.3,0.45,8.0,0.923,0.871,0.934
382,2023-06-28,Morning,Line A,477,51.44,0,0.0,2.7021623504111165,0,0,0,0,0,0.8,0.5,0.7,0.3,0.5,1.0,0,1.0,6.0,25.8,12.3,39.1,0.66,12.3,0.926,0.937,0.925
383,2023-06-28,Afternoon,Line A,463,56.53,1,0.0022,2.9051947544706516,0,0,1,0,0,0.8,0.8,0.6,0.6,0.3,0.9978,2159,0.9968,6.0,7.8,11.4,45.1,0.47,13.8,0.876,0.923,0.926
384,2023-06-28,Night,Line A,463,57.71,0,0.0,0.6610457690681912,0,0,0,0,0,0.2,0.2,0.1,0.1,0.1,1.0,0,1.0,6.0,13.6,9.0,48.7,0.68,9.7,0.914,0.937,0.877
385,2023-06-29,Morning,Line A,444,53.91,2,0.0045,1.7993550682243638,1,0,1,0,0,0.6,0.6,0.2,0.3,0.1,0.9955,4504,0.9933,6.0,22.9,10.5,43.4,0.84,16.4,0.926,0.863,0.931
386,2023-06-29,Afternoon,Line A,426,54.78,2,0.0047,0.7080694367296853,0,1,1,0,0,0.3,0.2,0.1,0.1,0.1,0.9953,4694,0.993,6.0,12.2,11.8,43.0,0.61,8.4,0.863,0.907,0.914
387,2023-06-29,Night,Line A,442,51.77,0,0.0,2.462645447501412,0,0,0,0,0,0.9,0.5,0.3,0.5,0.2,1.0,0,1.0,6.0,13.0,12.0,39.8,0.51,27.2,0.877,0.941,0.942
388,2023-06-30,Morning,Line A,444,50.85,2,0.0045,0.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9955,4504,0.9933,6.0,11.5,9.5,41.3,0.83,10.0,0.918,0.942,0.906
389,2023-06-30,Afternoon,Line A,473,52.51,1,0.0021,4.175912983659154,0,1,0,0,0,1.4,1.1,0.8,0.8,0.1,0.9979,2114,0.9968,6.0,9.9,5.2,47.3,0.92,21.9,0.9,0.906,0.869
390,2023-06-30,Night,Line A,432,53.59,0,0.0,1.9966714593217838,0,0,0,0,0,0.6,0.5,0.5,0.3,0.2,1.0,0,1.0,6.0,9.7,12.3,41.3,0.62,19.0,0.863,0.89,0.913
391,2023-01-02,Morning,Line B,317,74.42,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,6.0,15.5,17.7,56.7,0.67,21.5,0.862,0.94,0.921
392,2023-01-02,Afternoon,Line B,359,70.68,0,0.0,0.5363776987265603,0,0,0,0,0,0.2,0.1,0.1,0.1,0.1,1.0,0,1.0,6.0,16.2,11.4,59.3,0.73,14.1,0.854,0.903,0.909
393,2023-01-02,Night,Line B,335,76.82,0,0.0,4.378302592752916,0,0,0,0,0,1.5,0.9,1.0,0.8,0.2,1.0,0,1.0,6.0,13.6,16.8,60.1,0.64,7.2,0.842,0.923,0.924
394,2023-01-03,Morning,Line B,371,70.15,2,0.0054,1.2703880483870542,1,0,0,1,0,0.2,0.4,0.4,0.2,0.1,0.9946,5390,0.9919,6.0,12.9,13.0,57.2,0.79,27.9,0.871,0.926,0.913
395,2023-01-03,Afternoon,Line B,328,69.83,0,0.0,3.1623681471950125,0,0,0,0,0,0.9,0.7,0.9,0.3,0.3,1.0,0,1.0,6.0,13.3,15.6,54.2,0.58,19.4,0.882,0.938,0.919
396,2023-01-03,Night,Line B,360,74.12,1,0.0028,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9972,2777,0.9958,6.0,10.2,19.0,55.1,0.45,19.5,0.868,0.86,0.855
397,2023-01-04,Morning,Line B,344,69.75,1,0.0029,2.5199598475663376,0,1,0,0,0,0.8,0.5,0.6,0.4,0.2,0.9971,2906,0.9956,6.0,11.5,9.4,60.4,0.65,8.7,0.878,0.892,0.883
398,2023-01-04,Afternoon,Line B,375,72.99,0,0.0,2.023304677488074,0,0,0,0,0,0.6,0.5,0.3,0.3,0.2,1.0,0,1.0,6.0,18.9,16.0,57.0,0.62,22.6,0.883,0.895,0.901
399,2023-01-04,Night,Line B,351,75.23,0,0.0,0.27981121584485696,0,0,0,0,0,0.1,0.1,0.1,0.0,0.0,1.0,0,1.0,6.0,16.8,12.2,63.0,0.67,15.1,0.897,0.891,0.891
400,2023-01-05,Morning,Line B,350,76.23,0,0.0,5.5600900223939576,0,0,0,0,0,1.0,1.6,0.9,1.0,1.0,1.0,0,1.0,6.0,11.7,13.7,62.5,0.44,15.1,0.851,0.912,0.874
401,2023-01-05,Afternoon,Line B,338,72.08,1,0.003,0.7355519438712755,1,0,0,0,0,0.2,0.2,0.2,0.1,0.1,0.997,2958,0.9956,6.0,15.6,9.5,62.5,0.76,28.8,0.88,0.88,0.931
402,2023-01-05,Night,Line B,350,78.01,2,0.0057,1.2776131361684884,0,0,2,0,0,0.3,0.3,0.3,0.2,0.1,0.9943,5714,0.9914,6.0,15.3,13.1,64.9,0.74,14.7,0.857,0.868,0.854
403,2023-01-06,Morning,Line B,356,77.03,1,0.0028,0.7942061917727945,0,1,0,0,0,0.2,0.2,0.2,0.1,0.1,0.9972,2808,0.9958,6.0,17.0,29.0,48.0,0.54,12.1,0.868,0.925,0.857
404,2023-01-06,Afternoon,Line B,316,72.47,2,0.0063,0.0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.9937,6329,0.9905,6.0,2.1,14.9,57.6,0.74,18.3,0.892,0.889,0.898
405,2023-01-06,Night,Line B,350,72.89,0,0.0,3.486986790137246,0,0,0,0,0,1.1,1.0,0.7,0.4,0.4,1.0,0,1.0,6.0,22.0,14.2,58.7,0.71,16.5,0.884,0.938,0.912
406,2023-01-09,Morning,Line B,357,72.98,1,0.0028,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.9972,2801,0.9958,6.0,14.8,2.2,70.8,0.47,17.8,0.847,0.927,0.903
